Product Name,Unit Size,Unit Size,Unit Size,Unit Size,SKU,NPK,Cateogry,Type,Uses,Plant Type,Specific Plants,Dilution Rate,Rate Min mL / 100L,Rate Max mL / 100L,Rate Min g / plant,Rate Max  g / plant,Rate Min Rate g / L,Rate Max g / L,Rate Min g / m²,Rate Max g / m²,Rate g / 100 m²,Rate  Min kg / m³,Rate  Max kg / m³,Rate  Min kg / 100 m²,Rate  Max kg / 100 m²,Rate Min mL / 100 m²,Rate Max mL / 100 m²,Rate min kg  / Ha,Rate max kg / Ha,Rate min L / Ha,Rate max L / Ha, Watering Can Standard Min mL / 8L ,Watering Can Standard Max mL / 8L ,Watering Can Standard min mL / 9L ,Watering Can Standard max mL / 9L ,Watering Can Standard Min mL / 10L ,Watering Can Standard Max mL / 10L ,Watering Can Standard g / 10L ,Frequency,Buy now,Notes,Dilution Guide
Rescue Remedy – Soluble Seaweed (Kelp) Powder/Flakes,500g,4.5kg,20kg,,29782,,Soil Amendmenet,Powder,"Lawns/turf, gardens, vegetables, ornamentals, orchards/vineyards, broadacre crops & pasture",Foliar,"Orchards, Vineyards, Ornametnals",,,,,,,,,,10g,,,,,,,,0.5kg,,,,,,,,,,Calculation based on 10L water  spray volume. Apply twice prior to flowering,https://www.plantdoctor.com.au/rescue-remedy-soluble-seaweed-kelp-powder-flakes-a,"Premium Ascophyllum nodosum seaweed bio‑stimulant packed with natural hormones, trace elements, amino acids, and carbohydrates to improve root growth, stress resilience and plant vigour.
Works via foliar spray or irrigation/fertigation and suitable for lawns, gardens, orchard crops and broadacre use.","Dissolve fully in water before applying; apply as foliar spray, soil drench, or via irrigation/fertigation"
Rescue Remedy – Soluble Seaweed (Kelp) Powder/Flakes,500g,4.5kg,20kg,,29782,,Soil Amendmenet,Powder,"Lawns/turf, gardens, vegetables, ornamentals, orchards/vineyards, broadacre crops & pasture",Fertigation,"Orchards, Vineyards, Ornametnals",,,,,,,,,,,,,,,,,,1kg,,,,,,,,,,Calculation based on 10L water  spray volume. Apply twice prior to flowering,https://www.plantdoctor.com.au/rescue-remedy-soluble-seaweed-kelp-powder-flakes-a,"Premium Ascophyllum nodosum seaweed bio‑stimulant packed with natural hormones, trace elements, amino acids, and carbohydrates to improve root growth, stress resilience and plant vigour.
Works via foliar spray or irrigation/fertigation and suitable for lawns, gardens, orchard crops and broadacre use.","Dissolve fully in water before applying; apply as foliar spray, soil drench, or via irrigation/fertigation"
Rescue Remedy – Soluble Seaweed (Kelp) Powder/Flakes,500g,4.5kg,20kg,,29782,,Soil Amendmenet,Powder,"Lawns/turf, gardens, vegetables, ornamentals, orchards/vineyards, broadacre crops & pasture",Foliar,Turf,,,,,,,,,,10g,,,,,,,,0.25kg,,,,,,,,,,Calculation based on 10L water  spray volume. Apply twice prior to flowering,https://www.plantdoctor.com.au/rescue-remedy-soluble-seaweed-kelp-powder-flakes-a,"Premium Ascophyllum nodosum seaweed bio‑stimulant packed with natural hormones, trace elements, amino acids, and carbohydrates to improve root growth, stress resilience and plant vigour.
Works via foliar spray or irrigation/fertigation and suitable for lawns, gardens, orchard crops and broadacre use.","Dissolve fully in water before applying; apply as foliar spray, soil drench, or via irrigation/fertigation"
Rescue Remedy – Soluble Seaweed (Kelp) Powder/Flakes,500g,4.5kg,20kg,,29782,,Soil Amendmenet,Powder,"Lawns/turf, gardens, vegetables, ornamentals, orchards/vineyards, broadacre crops & pasture",Fertigation,Turf,,,,,,,,,,,,,,,,,,1kg,,,,,,,,,,Calculation based on 10L water  spray volume. Apply twice prior to flowering,https://www.plantdoctor.com.au/rescue-remedy-soluble-seaweed-kelp-powder-flakes-a,"Premium Ascophyllum nodosum seaweed bio‑stimulant packed with natural hormones, trace elements, amino acids, and carbohydrates to improve root growth, stress resilience and plant vigour.
Works via foliar spray or irrigation/fertigation and suitable for lawns, gardens, orchard crops and broadacre use.","Dissolve fully in water before applying; apply as foliar spray, soil drench, or via irrigation/fertigation"
Rescue Remedy – Soluble Seaweed (Kelp) Powder/Flakes,500g,4.5kg,20kg,,29782,,Soil Amendmenet,Powder,"Lawns/turf, gardens, vegetables, ornamentals, orchards/vineyards, broadacre crops & pasture",Broadacre Crops,General Crops & Pasture,,,,,,,,,,,,,,,,,,0.1kg,,,,,,,,,,Calculation based on 60 - 100L water  spray volume. Apply just prior to flowering,https://www.plantdoctor.com.au/rescue-remedy-soluble-seaweed-kelp-powder-flakes-a,"Premium Ascophyllum nodosum seaweed bio‑stimulant packed with natural hormones, trace elements, amino acids, and carbohydrates to improve root growth, stress resilience and plant vigour.
Works via foliar spray or irrigation/fertigation and suitable for lawns, gardens, orchard crops and broadacre use.","Dissolve fully in water before applying; apply as foliar spray, soil drench, or via irrigation/fertigation"
Seaweed Secrets – Concentrated Liquid Seaweed (Kelp),1L,5L,10L,,SWS,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pasture & broadacre crops",General,General,,,,,,,,,,,,,,,100mL,,,,,,,,,,,,,Apply fortnightly or as required,https://www.plantdoctor.com.au/seaweed-secrets-concentrated-liquid-seaweed-kelp-s,"Seaweed extract with added humic & fulvic acids, rich in minerals and plant growth stimulants.
Compatible with most fertilisers and soil conditioners; do not mix with iron products.
Can be used across lawns, garden beds, vegetables, trees and broadacre crops.","Mix into sufficient water for even foliar or soil coverage; apply via sprayer, irrigation, or fertigation. Can be applied to soil or foliage"
Seaweed Secrets – Concentrated Liquid Seaweed (Kelp),1L,5L,10L,,SWS,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pasture & broadacre crops",Grass,Established Lawns,,,,,,,,,,,,,,,80mL,,,,,,,,,,,,,Apply every 2–4 weeks. Assumes 10 L spray per 100 m²; can be watered or foliar,https://www.plantdoctor.com.au/seaweed-secrets-concentrated-liquid-seaweed-kelp-s,"Seaweed extract with added humic & fulvic acids, rich in minerals and plant growth stimulants.
Compatible with most fertilisers and soil conditioners; do not mix with iron products.
Can be used across lawns, garden beds, vegetables, trees and broadacre crops.","Mix into sufficient water for even foliar or soil coverage; apply via sprayer, irrigation, or fertigation. Can be applied to soil or foliage"
Seaweed Secrets – Concentrated Liquid Seaweed (Kelp),1L,5L,10L,,SWS,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pasture & broadacre crops",Grass,New Lawns,,,,,,,,,,,,,,,50mL,,,,,,,,,,,,,Apply weekly. Assumes 10 L spray per 100 m²; helps young grass establish,https://www.plantdoctor.com.au/seaweed-secrets-concentrated-liquid-seaweed-kelp-s,"Seaweed extract with added humic & fulvic acids, rich in minerals and plant growth stimulants.
Compatible with most fertilisers and soil conditioners; do not mix with iron products.
Can be used across lawns, garden beds, vegetables, trees and broadacre crops.","Mix into sufficient water for even foliar or soil coverage; apply via sprayer, irrigation, or fertigation. Can be applied to soil or foliage"
Seaweed Secrets – Concentrated Liquid Seaweed (Kelp),1L,5L,10L,,SWS,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pasture & broadacre crops",Bedding Plants,Vegetables / Annuals,,,,,,,,,,,,,,,25mL,,,,,,,,,,,,,Apply weekly. Assumes 10 L spray per 100 m²; foliar or soil application,https://www.plantdoctor.com.au/seaweed-secrets-concentrated-liquid-seaweed-kelp-s,"Seaweed extract with added humic & fulvic acids, rich in minerals and plant growth stimulants.
Compatible with most fertilisers and soil conditioners; do not mix with iron products.
Can be used across lawns, garden beds, vegetables, trees and broadacre crops.","Mix into sufficient water for even foliar or soil coverage; apply via sprayer, irrigation, or fertigation. Can be applied to soil or foliage"
Seaweed Secrets – Concentrated Liquid Seaweed (Kelp),1L,5L,10L,,SWS,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pasture & broadacre crops",Trees,General,,,,,,,,,,,,,,,80mL,,,,,,,,,,,,,Apply every 4 weeks. Apply to soil around drip line; assumes 10 L water/100 m² equivalent,https://www.plantdoctor.com.au/seaweed-secrets-concentrated-liquid-seaweed-kelp-s,"Seaweed extract with added humic & fulvic acids, rich in minerals and plant growth stimulants.
Compatible with most fertilisers and soil conditioners; do not mix with iron products.
Can be used across lawns, garden beds, vegetables, trees and broadacre crops.","Mix into sufficient water for even foliar or soil coverage; apply via sprayer, irrigation, or fertigation. Can be applied to soil or foliage"
Seaweed Secrets – Concentrated Liquid Seaweed (Kelp),1L,5L,10L,,SWS,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pasture & broadacre crops",Broadacre Crops,General,,,,,,,,,,,,,,,60mL,100mL,,,6L,10L,,,,,,,,"Apply as required. Assumes 100 L water/ha, scaled to 100 m²",https://www.plantdoctor.com.au/seaweed-secrets-concentrated-liquid-seaweed-kelp-s,"Seaweed extract with added humic & fulvic acids, rich in minerals and plant growth stimulants.
Compatible with most fertilisers and soil conditioners; do not mix with iron products.
Can be used across lawns, garden beds, vegetables, trees and broadacre crops.","Mix into sufficient water for even foliar or soil coverage; apply via sprayer, irrigation, or fertigation. Can be applied to soil or foliage"
Seaweed Secrets – Concentrated Liquid Seaweed (Kelp),1L,5L,10L,,SWS,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pasture & broadacre crops",General,Spot Spraying,,,,,,,,,,,,,,,35mL,,,,,,,,,,,35mL,,Apply as required. Original label 35 ml per 10 L water; actual ml/100 m² depends on spray volume; used 10 L water assumption for calculation,https://www.plantdoctor.com.au/seaweed-secrets-concentrated-liquid-seaweed-kelp-s,"Seaweed extract with added humic & fulvic acids, rich in minerals and plant growth stimulants.
Compatible with most fertilisers and soil conditioners; do not mix with iron products.
Can be used across lawns, garden beds, vegetables, trees and broadacre crops.","Mix into sufficient water for even foliar or soil coverage; apply via sprayer, irrigation, or fertigation. Can be applied to soil or foliage"
Stimulizer – Super Concentrate Bio‑Stimulant,30mL,1L,4L,10L,STM,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vines, broadacre crops, hydroponics & controlled environment crops",General,General,,,,,,,,,,,,,,,3mL,5mL,,,,,,,2mL,,,,,"Apply fortnightly or when required. Does not burn or damage the plant, lawn or soil if over-applied, but works best at lower rates.",https://www.plantdoctor.com.au/stimulizer-super-concentrate-bio-stimulant-natural,"Stimulizer enhances root development, nutrient uptake, soil microbial activity, stress resistance and overall plant vigor. It is compatible with other liquid fertilisers and tank mixes (perform a jar test first). Also used in hydroponics at lower per‑L rates","Mix fully into water for even spray coverage. Can be applied as a soil drench, foliar spray, in hydroponic solutions, or via fertigation/irrigation systems. For foliar use, mix in sufficient water to cover leaf surfaces without runoff."
Stimulizer – Super Concentrate Bio‑Stimulant,30mL,1L,4L,10L,STM,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vines, broadacre crops, hydroponics & controlled environment crops",Broadacre Crops,General,,,,,,,,,,,,,,,,,,,0.78L,,,,,,,,,"Apply fortnightly or when required. Does not burn or damage the plant, lawn or soil if over-applied, but works best at lower rates.",https://www.plantdoctor.com.au/stimulizer-super-concentrate-bio-stimulant-natural,"Stimulizer enhances root development, nutrient uptake, soil microbial activity, stress resistance and overall plant vigor. It is compatible with other liquid fertilisers and tank mixes (perform a jar test first). Also used in hydroponics at lower per‑L rates","Mix fully into water for even spray coverage. Can be applied as a soil drench, foliar spray, in hydroponic solutions, or via fertigation/irrigation systems. For foliar use, mix in sufficient water to cover leaf surfaces without runoff."
Stimulizer – Super Concentrate Bio‑Stimulant,30mL,1L,4L,10L,STM,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vines, broadacre crops, hydroponics & controlled environment crops",Hydroponics,General,36:100,36mL,,,,,,,,,,,,,,,,,,,,,,,,,,"Apply fortnightly or when required. Does not burn or damage the plant, lawn or soil if over-applied, but works best at lower rates.",https://www.plantdoctor.com.au/stimulizer-super-concentrate-bio-stimulant-natural,"Stimulizer enhances root development, nutrient uptake, soil microbial activity, stress resistance and overall plant vigor. It is compatible with other liquid fertilisers and tank mixes (perform a jar test first). Also used in hydroponics at lower per‑L rates","Mix fully into water for even spray coverage. Can be applied as a soil drench, foliar spray, in hydroponic solutions, or via fertigation/irrigation systems. For foliar use, mix in sufficient water to cover leaf surfaces without runoff."
Stimulizer – Super Concentrate Bio‑Stimulant,30mL,1L,4L,10L,STM,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vines, broadacre crops, hydroponics & controlled environment crops",Foliar,Turf,,,,,,,,,,,,,,,,,,,0.29L,,,,,,,,,"Apply fortnightly or when required. Does not burn or damage the plant, lawn or soil if over-applied, but works best at lower rates.",https://www.plantdoctor.com.au/stimulizer-super-concentrate-bio-stimulant-natural,"Stimulizer enhances root development, nutrient uptake, soil microbial activity, stress resistance and overall plant vigor. It is compatible with other liquid fertilisers and tank mixes (perform a jar test first). Also used in hydroponics at lower per‑L rates","Mix fully into water for even spray coverage. Can be applied as a soil drench, foliar spray, in hydroponic solutions, or via fertigation/irrigation systems. For foliar use, mix in sufficient water to cover leaf surfaces without runoff."
Stimulizer – Super Concentrate Bio‑Stimulant,30mL,1L,4L,10L,STM,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vines, broadacre crops, hydroponics & controlled environment crops",Foliar,Vineyard,,,,,,,,,,,,,,,,,,,0.4L,,,,,,,,,"Apply fortnightly or when required. Does not burn or damage the plant, lawn or soil if over-applied, but works best at lower rates.",https://www.plantdoctor.com.au/stimulizer-super-concentrate-bio-stimulant-natural,"Stimulizer enhances root development, nutrient uptake, soil microbial activity, stress resistance and overall plant vigor. It is compatible with other liquid fertilisers and tank mixes (perform a jar test first). Also used in hydroponics at lower per‑L rates","Mix fully into water for even spray coverage. Can be applied as a soil drench, foliar spray, in hydroponic solutions, or via fertigation/irrigation systems. For foliar use, mix in sufficient water to cover leaf surfaces without runoff."
Stimulizer – Super Concentrate Bio‑Stimulant,30mL,1L,4L,10L,STM,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vines, broadacre crops, hydroponics & controlled environment crops",Foliar,General,,,,,,,,,,,,,,,3mL,,,,,,,,,,,,,"Apply fortnightly or when required. Does not burn or damage the plant, lawn or soil if over-applied, but works best at lower rates.",https://www.plantdoctor.com.au/stimulizer-super-concentrate-bio-stimulant-natural,"Stimulizer enhances root development, nutrient uptake, soil microbial activity, stress resistance and overall plant vigor. It is compatible with other liquid fertilisers and tank mixes (perform a jar test first). Also used in hydroponics at lower per‑L rates","Mix fully into water for even spray coverage. Can be applied as a soil drench, foliar spray, in hydroponic solutions, or via fertigation/irrigation systems. For foliar use, mix in sufficient water to cover leaf surfaces without runoff."
VolcaMin (Clinoptilolite Zeolite)  1-2mm,1kg,4.5kg,20kg,,557,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Growing Mix,2.5% of mix volume,,,,,,,,,,,,25kg,,,,,,,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  1-2mm,1kg,4.5kg,20kg,,557,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Growing Mix,5% of mix volume,,,,,,,,,,,,50kg,,,,,,,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  1-2mm,1kg,4.5kg,20kg,,557,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Growing Mix,100kg,,,,,,,,,,,,100kg,,,,,,,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  1-2mm,1kg,4.5kg,20kg,,557,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Field Application,Soil Amendment,,,,,,,,,,,,,,,,,1000kg,5000kg,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  1-2mm,1kg,4.5kg,20kg,,557,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Trees,At Planting,,,,5000g,10000g,,,,,,,,,,,,,,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  1-2mm,1kg,4.5kg,20kg,,557,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Trees,Circle Trenching,,,,3000g,5000g,,,,,,,,,,,,,,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  2-4 mm,1kg,4.5kg,20kg,,567,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Growing Mix,2.5% of mix volume,,,,,,,,,,,,25kg,,,,,,,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite-horticulture-agric~567,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  2-4 mm,1kg,4.5kg,20kg,,567,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Growing Mix,5% of mix volume,,,,,,,,,,,,50kg,,,,,,,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite-horticulture-agric~567,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  2-4 mm,1kg,4.5kg,20kg,,567,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Growing Mix,100kg,,,,,,,,,,,,100kg,,,,,,,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite-horticulture-agric~567,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  2-4 mm,1kg,4.5kg,20kg,,567,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Field Application,Soil Amendment,,,,,,,,,,,,,,,,,1000kg,5000kg,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite-horticulture-agric~567,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  2-4 mm,1kg,4.5kg,20kg,,567,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Trees,At Planting,,,,5000g,10000g,,,,,,,,,,,,,,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite-horticulture-agric~567,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite)  2-4 mm,1kg,4.5kg,20kg,,567,,Soil Amendmenet,Powder,"Lawns/turf, gardens & ornamentals, vegetables, trees/shrubs, broadacre crops, potting mixes, soil blends",Trees,Circle Trenching,,,,3000g,5000g,,,,,,,,,,,,,,,,,,,,,,,One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down),https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite-horticulture-agric~567,"Natural zeolite improves soil structure, nutrient retention, water holding capacity, and reduces leaching.
Works in potting mixes, raised beds, gardens, turf, and broadacre soils.
Can be mixed into fertiliser blends at 25–50 % of blend to enhance nutrient efficiency.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite) Agriculture Grade < 1.0mm,1kg,4.5kg,20kg,,562,,Soil Amendmenet,Powder,"Lawns & turf, gardens & ornamentals, vegetables & edibles, orchards & vineyards, broadacre crops & pastures, potting mixes/soil blends, planting holes",General,Lawn & Garden,,,,,,,,25g,100g,,,,,,,,,,,,,,,,,,,"One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down). Sprinkle over the lawn, garden, or pot plants by hand or with a granular fertiliser applicator. Work into the soil for best results. Before laying new turf, lay under topsoil.",https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite-horticulture-agric~562,"Natural clinoptilolite zeolite enhances soil nutrient retention and water holding capacity, releasing nutrients slowly as plants need them.
Especially beneficial in sandy, hydrophobic, or nutrient‑poor soils and high‑leaching conditions.
Also used in potting mixes, planting holes, and compost blends to boost water/nutrient efficiency; zeolite can also remove odours or improve manure value.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite) Agriculture Grade < 1.0mm,1kg,4.5kg,20kg,,562,,Soil Amendmenet,Powder,"Lawns & turf, gardens & ornamentals, vegetables & edibles, orchards & vineyards, broadacre crops & pastures, potting mixes/soil blends, planting holes",General,Larger Fields or Paddocks,,,,,,,,,,,,,,,,,250kg,1000kg,,,,,,,,,,"One‑off or annual soil amendment — long‑lasting soil conditioner (does not break down). Sprinkle over the lawn, garden, or pot plants by hand or with a granular fertiliser applicator. Work into the soil for best results. Before laying new turf, lay under topsoil.",https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite-horticulture-agric~562,"Natural clinoptilolite zeolite enhances soil nutrient retention and water holding capacity, releasing nutrients slowly as plants need them.
Especially beneficial in sandy, hydrophobic, or nutrient‑poor soils and high‑leaching conditions.
Also used in potting mixes, planting holes, and compost blends to boost water/nutrient efficiency; zeolite can also remove odours or improve manure value.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
VolcaMin (Clinoptilolite Zeolite) Agriculture Grade < 1.0mm,1kg,4.5kg,20kg,,562,,Soil Amendmenet,Powder,"Lawns & turf, gardens & ornamentals, vegetables & edibles, orchards & vineyards, broadacre crops & pastures, potting mixes/soil blends, planting holes",General,Potting Mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Add 5% by volume (50 litres/m³ or 28.5kg/m³ by weight). One‑off or annual soil amendment — long‑lasting soil conditioner (Sprinkle over the lawn, garden, or pot plants by hand or with a granular fertiliser applicator. Work into the soil for best results. Before laying new turf, lay under topsoil.does not break down). ",https://www.plantdoctor.com.au/volcamin-clinoptilolite-zeolite-horticulture-agric~562,"Natural clinoptilolite zeolite enhances soil nutrient retention and water holding capacity, releasing nutrients slowly as plants need them.
Especially beneficial in sandy, hydrophobic, or nutrient‑poor soils and high‑leaching conditions.
Also used in potting mixes, planting holes, and compost blends to boost water/nutrient efficiency; zeolite can also remove odours or improve manure value.","Not diluted — broadcast or blend into soil/soil mix or compost; incorporate into top soil or planting hole, or mix with fertiliser blends (e.g., 25–50 % of fertiliser blend weight)"
